neighborhood,avg_bedrooms,avg_bathrooms,avg_rooms,house_age,has_garage,has_pool,median_income,population,avg_occupancy,latitude,longitude,price,region
Beverly Hills,3,2.0,20.466666666666665,61,1,0,15.0,1279,1.0,39.8517,-89.5097,1124544,California
Palo Alto,3,2.0,19.626666666666665,11,1,0,15.0,1959,6.7,35.5168,-124.0188,1311085,California
Seattle Eastside,4,2.0,22.946666666666665,34,1,1,13.23,678,5.6,38.5307,-123.6391,463124,Washington
Nashville Hills,4,1.0,33.03333333333333,33,1,0,7.3,1194,5.2,37.4223,-85.3828,255329,Tennessee
Portland Pearl,5,4.0,30.133333333333333,58,1,0,3.3,749,5.8,36.0838,-119.896,115461,Oregon
Boston Back Bay,3,2.0,21.326666666666668,42,1,1,14.86,2626,1.0,43.4653,-112.8862,520141,Massachusetts
Palo Alto,4,1.5,22.56,49,1,0,15.0,829,3.7,45.2449,-86.5862,1066456,California
Portland Pearl,3,2.0,19.82,7,0,0,8.63,1543,5.9,30.8777,-111.3147,301974,Oregon
Beverly Hills,4,3.0,22.58,79,1,0,15.0,2675,4.0,28.1247,-98.0395,1411275,California
Miami Beach,4,2.5,30.08,45,0,0,8.9,3591,5.1,43.658,-103.2582,311659,Florida
Chicago North,5,2.0,25.98,54,1,0,14.5,611,6.2,29.8736,-106.0923,507436,Illinois
Dallas Park Cities,3,2.0,10.02,39,1,0,3.39,3717,5.1,44.9232,-111.1077,118587,Texas
Phoenix Valley,3,3.0,22.30666666666667,20,1,0,15.0,2836,3.6,27.3598,-102.5867,766990,Arizona
Miami Beach,3,3.0,20.506666666666668,54,1,0,6.08,536,4.9,27.0931,-114.9468,212943,Florida
Chicago North,2,2.5,14.873333333333333,24,1,1,13.4,937,1.5,29.1779,-72.4926,469085,Illinois
Seattle Eastside,3,2.0,26.86,18,1,0,14.95,4793,4.7,25.2725,-107.5973,523113,Washington
Austin Downtown,5,4.0,15.42,45,1,0,3.91,2524,5.1,42.1956,-84.9064,136716,Texas
San Diego Coastal,3,2.5,30.4,29,1,0,3.76,4662,4.2,34.1344,-108.9041,131566,California
Chicago North,3,2.0,27.62,72,1,0,10.56,2818,5.7,46.7418,-110.5793,369450,Illinois
Chicago North,4,4.0,22.64666666666667,53,1,0,13.08,1093,4.4,33.4023,-98.4508,457726,Illinois
San Diego Coastal,3,3.0,19.593333333333334,30,1,0,6.51,3779,4.2,41.1689,-84.7119,227868,California
Atlanta Central,3,2.5,24.686666666666667,3,1,0,15.0,2650,6.7,40.7119,-124.7845,953834,Georgia
Austin Heights,5,3.0,32.82666666666667,28,1,0,15.0,2201,2.6,32.4684,-115.5889,2433247,Texas
Seattle Eastside,2,2.0,14.613333333333333,10,1,0,10.54,1440,6.1,45.5309,-82.4123,368885,Washington
Palo Alto,3,2.0,13.373333333333333,18,0,0,15.0,2497,6.0,34.1512,-105.5868,1595103,California
Austin Heights,4,1.5,33.333333333333336,23,1,1,15.0,4837,5.3,37.6817,-77.9534,1436145,Texas
Chicago North,3,2.5,27.093333333333334,53,1,0,12.45,1481,3.4,34.1585,-117.6721,435599,Illinois
Portland Pearl,3,2.0,22.833333333333332,9,1,1,6.5,3047,4.5,35.0129,-80.2853,227401,Oregon
Portland Pearl,3,2.0,22.933333333333334,13,1,0,8.15,647,2.8,26.2579,-90.7841,285083,Oregon
Denver Park,3,3.0,25.313333333333333,4,1,0,15.0,3650,3.2,32.1346,-115.7331,932532,Colorado
Chicago North,5,1.5,33.333333333333336,74,1,1,13.48,4509,4.2,46.8117,-124.3211,471948,Illinois
Austin Heights,3,3.0,10.866666666666667,79,0,0,15.0,4900,2.7,44.1231,-76.5236,604850,Texas
Portland Pearl,3,2.0,20.126666666666665,24,1,1,12.55,4150,3.7,45.244,-109.1115,439409,Oregon
Denver Park,3,1.0,19.573333333333334,37,1,0,15.0,3528,2.3,41.3954,-111.7249,654132,Colorado
Portland Pearl,5,1.0,29.133333333333333,25,1,1,6.86,3122,5.0,40.0247,-114.8883,240073,Oregon
Nashville Hills,2,2.0,22.106666666666666,43,1,0,2.29,4418,6.5,45.6676,-105.4744,80000,Tennessee
San Diego Coastal,5,2.0,20.446666666666665,45,0,0,5.07,544,7.3,37.3708,-96.1877,177526,California
Phoenix Valley,3,2.0,14.8,21,1,0,15.0,1582,2.4,46.0671,-98.7271,861999,Arizona
Austin Downtown,5,2.5,26.36,52,1,0,5.79,701,2.7,34.5494,-78.1829,202707,Texas
San Diego Coastal,3,2.0,22.82,1,0,0,5.08,1532,3.9,38.7451,-114.1463,177637,California
Miami Beach,2,1.0,22.433333333333334,52,1,0,2.29,1503,5.2,35.8485,-83.9408,80000,Florida
Nashville Hills,3,2.0,30.7,61,1,0,3.07,2485,3.9,25.4381,-74.9931,107311,Tennessee
Dallas Park Cities,3,1.5,20.466666666666665,5,0,0,2.29,3608,5.6,29.5761,-122.9724,80054,Texas
Palo Alto,4,1.0,30.426666666666666,58,1,1,15.0,4466,5.0,46.3408,-83.6832,1400335,California
Dallas Park Cities,4,2.0,29.786666666666665,60,1,0,2.29,3196,1.5,38.7563,-109.9036,80000,Texas
Portland Pearl,4,2.5,28.886666666666667,78,1,0,5.63,676,4.3,26.0711,-100.3769,197022,Oregon
Denver Park,2,2.5,17.866666666666667,65,0,1,15.0,944,2.3,47.2462,-121.6409,639945,Colorado
Phoenix Valley,4,3.0,23.866666666666667,2,0,0,15.0,2486,3.3,46.344,-108.8109,729850,Arizona
Portland Pearl,3,3.0,16.313333333333333,7,1,0,5.08,3258,3.6,41.3758,-118.8346,177892,Oregon
Denver Park,6,2.0,27.96,11,1,0,15.0,4212,5.3,31.5124,-112.1926,911842,Colorado
Chicago North,4,2.0,27.846666666666668,47,1,0,9.97,2183,4.1,31.7845,-123.1965,348938,Illinois
San Diego Coastal,4,1.0,25.706666666666667,57,1,1,7.0,1298,3.5,44.9008,-73.3616,244852,California
Miami Beach,5,2.5,27.78,53,0,0,2.91,1137,7.3,26.3938,-75.7573,101793,Florida
Dallas Park Cities,4,2.0,29.54,27,0,0,5.81,3270,2.8,30.4593,-89.1953,203314,Texas
Palo Alto,4,2.0,24.926666666666666,17,1,0,15.0,4992,4.6,28.8272,-107.1138,1060594,California
Phoenix Valley,3,4.0,17.126666666666665,6,1,1,15.0,814,5.2,41.4756,-73.1184,652370,Arizona
Austin Downtown,4,1.5,24.573333333333334,30,1,0,3.96,541,4.4,33.7804,-71.5501,138504,Texas
Boston Back Bay,3,1.0,26.373333333333335,25,1,1,10.86,546,2.8,46.0668,-81.3008,380252,Massachusetts
Denver Park,1,3.0,8.54,25,1,0,13.98,2957,2.7,43.467,-87.5117,489384,Colorado
Phoenix Valley,4,2.0,27.113333333333333,8,1,0,15.0,1935,5.1,47.6471,-106.9161,579689,Arizona
Atlanta Central,2,2.0,17.7,24,1,0,15.0,4211,5.7,31.877,-76.4195,563243,Georgia
Boston Back Bay,4,1.5,21.94,68,1,0,13.29,4125,4.1,35.9233,-97.5047,465282,Massachusetts
Phoenix Valley,2,2.0,16.433333333333334,20,1,0,15.0,2760,2.2,40.1757,-90.2208,776586,Arizona
Miami Beach,3,4.0,13.613333333333333,71,1,0,6.66,686,4.2,47.4191,-115.4716,233196,Florida
Chicago North,5,2.5,30.58,7,1,0,15.0,3066,6.4,32.9269,-123.821,663730,Illinois
Miami Beach,2,2.0,10.72,51,0,1,6.06,2141,2.7,32.5174,-70.6866,212228,Florida
Austin Heights,4,2.0,31.713333333333335,9,1,0,15.0,4263,3.7,39.4154,-90.8187,1795978,Texas
Miami Beach,4,2.0,25.506666666666668,31,1,0,12.76,3778,4.3,40.3014,-87.3081,446606,Florida
Dallas Park Cities,5,2.5,26.946666666666665,77,1,0,2.29,4812,5.8,29.3458,-122.2285,80000,Texas
Austin Heights,2,2.0,24.186666666666667,62,1,1,15.0,2161,3.4,35.4529,-101.8184,974059,Texas
Phoenix Valley,4,1.5,20.493333333333332,42,1,1,15.0,1953,4.9,33.6794,-109.366,902700,Arizona
San Diego Coastal,3,2.5,18.006666666666668,51,1,1,9.2,2654,6.3,34.686,-79.0395,321928,California
Miami Beach,3,3.0,12.24,53,1,1,4.06,4213,1.9,28.2306,-98.2957,142252,Florida
San Diego Coastal,3,3.0,28.98,64,1,0,4.28,2751,2.2,39.9073,-103.8517,149803,California
Boston Back Bay,3,3.0,31.986666666666668,48,1,0,10.92,2011,4.0,29.313,-116.8682,382288,Massachusetts
San Diego Coastal,3,2.0,13.073333333333334,41,0,0,7.49,4585,5.6,25.5846,-103.9049,262080,California
Miami Beach,2,3.0,13.646666666666667,7,1,1,6.69,2261,4.7,36.4077,-105.0858,233983,Florida
Palo Alto,3,3.0,22.366666666666667,77,1,0,15.0,4441,5.8,25.8878,-81.715,1358395,California
Portland Pearl,4,1.0,23.246666666666666,46,0,0,2.29,3373,1.6,40.3199,-78.3864,80000,Oregon
Chicago North,3,2.0,21.826666666666668,24,1,0,10.18,786,4.7,38.6703,-104.1418,356343,Illinois
Beverly Hills,2,2.0,17.366666666666667,11,0,1,15.0,2718,1.0,38.0349,-102.4343,896631,California
Chicago North,3,4.0,24.173333333333332,49,1,0,4.17,3614,6.2,27.1898,-71.3626,146023,Illinois
Chicago North,3,3.0,16.873333333333335,63,1,1,7.06,4617,5.9,27.8489,-104.1991,247011,Illinois
Palo Alto,4,3.0,27.026666666666667,65,1,1,15.0,2943,3.7,40.3038,-90.4261,1707087,California
Austin Downtown,5,2.0,24.046666666666667,71,0,0,2.34,565,1.0,25.7408,-117.5862,81738,Texas
Denver Park,4,4.0,23.8,72,1,1,14.75,2095,3.9,27.6659,-101.4112,516301,Colorado
Phoenix Valley,4,1.0,16.733333333333334,50,0,0,14.36,4858,5.8,42.5667,-111.7121,502703,Arizona
Chicago North,2,1.5,15.84,76,1,0,5.64,2716,4.8,28.8403,-111.6399,197429,Illinois
Nashville Hills,5,2.5,26.94,6,1,0,6.77,2230,6.9,36.402,-112.1258,237063,Tennessee
Portland Pearl,3,3.0,27.026666666666667,32,1,0,7.34,4459,3.7,27.2656,-98.8916,257024,Oregon
Portland Pearl,3,3.0,21.68,39,1,0,6.32,2376,7.2,30.4068,-108.8221,221240,Oregon
Denver Park,3,2.0,22.653333333333332,56,1,0,13.74,3978,1.1,45.2254,-80.0763,480735,Colorado
Nashville Hills,2,2.0,17.88,24,1,1,4.34,593,3.0,42.3237,-100.3206,151814,Tennessee
Nashville Hills,4,2.0,14.64,24,0,0,2.29,3056,2.2,29.336,-121.9829,80000,Tennessee
Chicago North,3,1.0,11.346666666666666,73,1,0,7.45,606,5.3,29.9348,-100.8742,260864,Illinois
Boston Back Bay,3,3.0,20.3,52,0,0,14.73,1290,2.3,35.8969,-119.5431,515508,Massachusetts
Beverly Hills,2,2.0,19.48,51,0,0,15.0,2951,5.7,39.5427,-116.9066,1087726,California
Portland Pearl,6,1.5,32.74666666666667,15,1,1,14.44,3283,5.2,38.3933,-117.5587,505512,Oregon
Austin Downtown,4,2.0,21.386666666666667,41,1,0,7.36,1032,4.4,31.547,-81.3956,257511,Texas
Seattle Eastside,5,2.5,28.713333333333335,34,0,0,15.0,2741,4.0,46.775,-101.3749,583755,Washington
Boston Back Bay,5,3.0,28.253333333333334,50,1,1,13.84,2328,2.6,44.2085,-124.9463,484284,Massachusetts
Seattle Eastside,5,2.0,33.333333333333336,74,1,0,15.0,2510,5.1,39.9871,-96.856,583755,Washington
Palo Alto,3,1.5,25.85333333333333,23,1,0,15.0,4147,3.4,45.883,-113.9315,1753610,California
Miami Beach,2,3.0,15.046666666666667,65,1,1,3.23,4747,5.3,31.7623,-85.5466,113106,Florida
San Diego Coastal,3,2.5,21.733333333333334,51,1,0,4.92,836,6.4,31.8948,-73.2104,172154,California
Dallas Park Cities,3,2.0,23.466666666666665,40,1,0,6.01,4966,3.7,32.1073,-115.6311,210436,Texas
Dallas Park Cities,4,1.5,28.26,77,1,1,5.34,729,6.1,28.6893,-109.7946,186914,Texas
Seattle Eastside,1,4.0,22.813333333333333,12,1,1,15.0,4781,4.4,28.2186,-85.8245,537673,Washington
Austin Downtown,2,2.5,17.846666666666668,55,1,1,3.94,3271,5.0,45.9131,-90.2194,137855,Texas
Seattle Eastside,4,2.0,32.22666666666667,32,1,1,10.51,3824,2.2,44.7281,-79.4417,367950,Washington
Miami Beach,2,1.5,11.806666666666667,55,1,1,6.16,1593,3.1,37.6248,-89.2949,215611,Florida
Miami Beach,1,1.5,10.593333333333334,12,0,0,5.0,3194,3.1,40.1942,-114.497,175092,Florida
Austin Downtown,2,2.0,6.6066666666666665,59,1,0,3.57,3165,6.2,30.4856,-79.0554,125080,Texas
Portland Pearl,4,1.5,26.80666666666667,6,1,1,12.97,1937,3.6,25.5259,-116.1556,454064,Oregon
Palo Alto,2,2.0,21.453333333333333,28,1,0,15.0,2764,5.1,35.1565,-120.3898,1718998,California
Palo Alto,2,1.5,4.366666666666666,73,1,1,15.0,4762,4.0,40.3994,-73.3271,1280369,California
Chicago North,3,2.0,23.0,51,1,0,11.53,984,3.6,40.6368,-92.891,403437,Illinois
Seattle Eastside,4,2.0,29.22,40,1,0,15.0,2550,1.9,38.8982,-106.7864,591343,Washington
San Diego Coastal,3,2.0,24.913333333333334,27,1,1,4.19,2015,1.3,46.2836,-110.8993,146534,California
Seattle Eastside,1,3.0,7.62,8,0,1,12.84,1407,3.6,29.8145,-120.3412,449389,Washington
Seattle Eastside,5,2.0,33.333333333333336,9,0,0,15.0,2654,3.7,31.0633,-94.2021,564441,Washington
Dallas Park Cities,5,3.0,30.046666666666667,58,1,0,4.39,998,2.8,26.8314,-77.1336,153502,Texas
Atlanta Central,2,3.0,21.14666666666667,22,1,0,15.0,1045,4.4,46.5376,-87.6042,609903,Georgia
Seattle Eastside,3,4.0,21.326666666666668,6,1,0,8.52,4261,7.1,35.4572,-83.089,298282,Washington
Boston Back Bay,2,1.5,20.026666666666667,36,1,0,7.89,1934,6.4,34.2388,-92.0867,276092,Massachusetts
Seattle Eastside,4,2.0,31.913333333333334,32,1,1,15.0,1976,4.1,47.6698,-124.4564,604992,Washington
Austin Downtown,3,2.5,20.906666666666666,77,1,1,4.07,3472,4.2,34.8382,-100.5199,142279,Texas
Austin Downtown,5,1.5,31.513333333333332,19,1,0,5.5,3947,5.1,32.7014,-123.0316,192553,Texas
Seattle Eastside,4,1.5,32.66,22,1,1,15.0,4394,4.5,29.7997,-120.5283,654852,Washington
Chicago North,4,1.0,25.286666666666665,14,1,0,11.18,3323,5.1,35.1175,-115.3359,391449,Illinois
Boston Back Bay,1,2.5,7.993333333333333,16,1,0,12.68,1690,4.5,40.7701,-76.0842,443889,Massachusetts
Austin Heights,5,3.0,33.333333333333336,43,1,0,15.0,1775,4.2,46.0242,-113.1684,1335405,Texas
Chicago North,4,2.0,33.333333333333336,18,0,1,15.0,3682,3.1,29.399,-100.153,832213,Illinois
Denver Park,4,3.0,32.873333333333335,58,1,0,15.0,4328,4.6,40.9236,-76.7937,876314,Colorado
Austin Heights,2,3.0,21.80666666666667,66,1,0,15.0,4634,1.0,25.1525,-87.7035,590780,Texas
Palo Alto,4,1.0,13.493333333333334,39,1,0,15.0,4301,4.5,43.4203,-117.7043,1128634,California
Boston Back Bay,4,2.0,22.606666666666666,20,1,0,15.0,3320,1.0,31.4433,-99.5713,687719,Massachusetts
Beverly Hills,5,1.0,26.88,66,1,1,15.0,1273,4.5,25.9021,-82.5985,1423640,California
Miami Beach,4,3.0,26.233333333333334,78,1,0,7.33,2372,2.6,34.0675,-100.5863,256583,Florida
Chicago North,3,2.5,31.0,74,1,0,12.37,1047,6.0,45.528,-113.0416,433109,Illinois
Atlanta Central,3,2.5,16.233333333333334,74,0,0,12.98,2475,4.2,30.3551,-89.6069,454424,Georgia
Portland Pearl,4,2.5,33.333333333333336,65,1,0,3.76,3202,4.1,31.6079,-102.5845,131579,Oregon
Boston Back Bay,5,2.0,27.96,60,1,0,15.0,3535,4.7,28.8587,-96.7433,552727,Massachusetts
Portland Pearl,4,3.0,21.906666666666666,77,0,0,4.93,1550,2.8,47.5771,-118.1264,172515,Oregon
San Diego Coastal,3,3.0,26.506666666666668,28,1,0,6.75,3632,5.8,34.9521,-75.2226,236296,California
Beverly Hills,1,2.5,18.926666666666666,75,1,0,15.0,1994,5.1,46.7999,-74.3429,1148407,California
Denver Park,4,2.0,29.46,2,1,1,15.0,3630,3.2,27.113,-108.3216,701742,Colorado
Boston Back Bay,5,1.0,25.893333333333334,67,1,0,15.0,4715,2.5,35.3183,-108.9064,534799,Massachusetts
Austin Downtown,2,1.0,20.673333333333332,27,1,0,3.16,1802,3.4,35.9089,-115.6169,110621,Texas
Austin Heights,3,1.5,16.486666666666668,24,1,0,15.0,1289,3.8,30.8862,-92.7792,1538029,Texas
Palo Alto,5,2.5,25.746666666666666,55,1,0,15.0,4853,2.4,36.4386,-114.052,1562700,California
Austin Downtown,3,3.0,21.493333333333332,14,1,1,2.44,2617,3.3,33.0627,-91.203,85227,Texas
Austin Downtown,3,3.0,17.626666666666665,80,1,0,2.29,1541,3.1,30.6712,-72.9846,80000,Texas
Austin Heights,3,1.5,27.613333333333333,59,1,1,15.0,1827,3.7,33.4023,-115.0537,1045166,Texas
Chicago North,3,2.0,18.913333333333334,2,1,0,13.64,2606,3.7,39.6091,-112.5752,477470,Illinois
Miami Beach,2,1.0,16.82,68,1,0,6.6,2065,4.7,35.7676,-119.9845,231108,Florida
Austin Heights,4,4.0,21.3,9,0,0,15.0,4572,4.0,34.4132,-107.6792,1129381,Texas
Phoenix Valley,4,3.0,31.533333333333335,66,1,0,15.0,2165,4.6,44.632,-76.511,553615,Arizona
Atlanta Central,4,2.0,22.446666666666665,66,0,0,15.0,2625,4.4,39.8332,-124.1226,575538,Georgia
Miami Beach,4,2.5,32.086666666666666,52,1,0,8.24,1669,3.7,39.6502,-90.0048,288283,Florida
Phoenix Valley,1,2.5,19.69333333333333,49,0,0,11.45,3676,5.0,30.1132,-103.8786,400832,Arizona
Chicago North,2,2.0,15.62,67,1,0,11.25,3935,1.0,42.2513,-107.535,393761,Illinois
Phoenix Valley,2,1.5,18.153333333333332,69,1,0,15.0,3039,3.5,25.8484,-115.5292,577073,Arizona
Portland Pearl,2,2.0,15.473333333333333,57,1,0,5.26,4153,3.1,29.9128,-79.1999,184113,Oregon
Austin Heights,4,2.0,28.906666666666666,14,1,0,15.0,1734,4.2,34.4945,-79.7466,1000218,Texas
Denver Park,2,2.5,16.96,54,0,0,15.0,2927,3.0,45.4509,-122.75,628223,Colorado
Denver Park,4,2.0,23.773333333333333,17,0,1,15.0,3783,4.8,25.6449,-93.2887,811425,Colorado
Dallas Park Cities,2,2.5,18.24,4,1,0,3.05,4546,5.1,35.2319,-102.1773,106921,Texas
Austin Downtown,2,2.5,9.56,13,1,1,4.76,1972,1.9,27.7558,-124.6567,166624,Texas
Seattle Eastside,2,2.0,17.593333333333334,37,1,0,8.73,1114,4.3,30.2911,-108.2065,305521,Washington
Austin Heights,3,4.0,25.46,78,1,1,15.0,4023,2.1,34.3233,-114.6589,974075,Texas
Portland Pearl,4,2.0,26.733333333333334,3,1,0,12.94,2779,4.7,27.265,-83.0103,452768,Oregon
Seattle Eastside,4,2.5,31.073333333333334,6,1,0,14.64,750,3.3,44.0782,-100.3977,512374,Washington
Nashville Hills,2,1.0,15.986666666666666,8,1,1,4.83,4227,2.8,26.9072,-81.1097,169009,Tennessee
Atlanta Central,4,2.5,23.546666666666667,16,1,0,15.0,2745,1.4,38.4628,-71.715,763305,Georgia
Austin Downtown,4,2.0,20.04,44,1,1,6.38,3294,3.9,28.7552,-102.924,223171,Texas
Nashville Hills,3,2.0,19.833333333333332,66,1,1,2.29,2115,2.3,27.45,-94.4528,80000,Tennessee
Denver Park,2,1.0,28.48,4,1,0,15.0,4932,1.8,35.6427,-71.491,636838,Colorado
San Diego Coastal,2,2.5,19.466666666666665,65,1,0,3.54,2438,4.3,32.9446,-115.8548,123742,California
Phoenix Valley,2,2.5,14.873333333333333,74,1,0,15.0,3180,5.5,26.0399,-122.0204,565594,Arizona
Atlanta Central,5,2.5,24.633333333333333,7,1,0,15.0,2912,4.6,26.4929,-99.1711,758135,Georgia
Denver Park,3,2.0,13.473333333333333,37,1,0,15.0,4820,1.9,31.8812,-98.1672,655966,Colorado
San Diego Coastal,3,2.5,17.566666666666666,66,1,0,4.14,3253,3.8,43.0052,-73.9037,145035,California
Denver Park,4,2.5,30.046666666666667,56,1,0,14.99,944,5.0,44.582,-99.9402,524600,Colorado
Miami Beach,3,2.0,19.72,15,1,1,4.43,4356,3.8,26.5262,-100.5813,155075,Florida
Boston Back Bay,4,2.0,20.886666666666667,12,1,0,12.52,691,4.5,28.9498,-97.6036,438072,Massachusetts
Portland Pearl,2,2.0,13.473333333333333,36,0,0,5.09,2865,3.3,32.7991,-100.4909,178065,Oregon
Austin Downtown,3,3.0,25.46,68,0,0,2.29,2104,3.4,39.9519,-75.5679,80000,Texas
Beverly Hills,2,2.0,17.56,76,1,0,15.0,2667,3.0,31.5588,-91.0207,859241,California
Austin Downtown,3,2.0,18.653333333333332,39,1,0,3.14,4286,4.9,30.1028,-81.2035,109870,Texas
Palo Alto,3,4.0,20.35333333333333,43,1,0,15.0,987,5.0,38.5303,-116.4957,1353204,California
Seattle Eastside,4,3.0,33.333333333333336,45,0,0,11.79,727,3.2,40.6731,-76.8213,412751,Washington
Atlanta Central,4,2.0,32.5,40,1,0,15.0,4558,5.1,36.2125,-71.6474,911324,Georgia
Miami Beach,4,3.0,33.333333333333336,52,1,0,8.6,1635,1.9,40.3748,-72.3716,300921,Florida
San Diego Coastal,2,1.5,8.653333333333334,22,1,1,9.12,2490,3.7,25.0943,-70.9474,319059,California
Nashville Hills,6,3.0,33.193333333333335,44,1,0,3.98,4932,2.0,32.5407,-86.6468,139394,Tennessee
Chicago North,2,1.5,14.56,50,0,0,13.78,3763,2.3,39.0182,-88.0672,482310,Illinois
Dallas Park Cities,4,2.0,28.9,46,1,0,2.29,3384,2.0,39.9717,-121.2964,80000,Texas
Phoenix Valley,4,4.0,31.64666666666667,78,1,0,15.0,531,3.0,29.4723,-109.4394,582954,Arizona
Denver Park,4,1.5,27.74,60,1,0,15.0,2268,4.9,32.6373,-81.7122,702657,Colorado
Atlanta Central,3,3.0,17.346666666666668,59,1,0,15.0,2839,3.9,30.2065,-105.1396,541174,Georgia
Seattle Eastside,4,2.0,22.473333333333333,65,1,0,11.2,850,3.1,45.666,-90.8714,392041,Washington
San Diego Coastal,4,1.5,29.30666666666667,43,1,0,8.13,3410,3.7,31.8092,-92.7431,284477,California
Nashville Hills,2,4.0,21.84,25,1,0,5.4,3898,1.0,45.2859,-93.0609,188941,Tennessee
Denver Park,4,2.0,26.746666666666666,43,0,1,15.0,2154,4.9,45.3236,-104.6262,614947,Colorado
Phoenix Valley,2,3.0,18.686666666666667,74,1,0,15.0,4663,1.0,37.0912,-76.3348,585069,Arizona
Austin Downtown,3,3.0,22.266666666666666,71,0,0,2.29,4703,2.9,45.0289,-111.3075,80000,Texas
Chicago North,4,1.0,27.433333333333334,29,1,0,11.51,3836,3.9,26.7634,-82.6297,402780,Illinois
Denver Park,4,2.0,29.813333333333333,39,1,0,15.0,1914,4.7,27.9018,-123.6042,633604,Colorado
Austin Downtown,3,2.0,25.36,22,1,0,4.1,1023,4.4,34.3545,-78.8876,143595,Texas
Chicago North,3,2.0,22.12,1,1,0,15.0,3636,3.9,40.9112,-83.3035,634247,Illinois
Austin Downtown,3,1.0,21.733333333333334,25,1,0,2.46,2893,6.2,47.3226,-71.1578,86120,Texas
Dallas Park Cities,3,2.0,21.533333333333335,9,1,0,2.67,3728,7.0,35.7378,-118.3572,93558,Texas
Dallas Park Cities,3,3.0,17.833333333333332,29,1,0,5.13,2312,4.0,25.1698,-80.8015,179536,Texas
Boston Back Bay,3,1.5,17.766666666666666,5,1,0,15.0,1187,3.8,29.1746,-108.0036,700581,Massachusetts
Portland Pearl,4,2.5,28.9,26,1,0,7.0,4568,3.8,35.0741,-111.3639,245033,Oregon
Austin Downtown,3,2.0,18.19333333333333,58,1,0,2.29,4834,3.1,40.8696,-113.7231,80000,Texas
Phoenix Valley,2,1.0,22.34,68,1,1,12.76,3930,4.6,38.4902,-85.4865,446693,Arizona
Beverly Hills,3,1.5,21.72,71,1,0,15.0,605,5.9,45.1505,-73.1648,998301,California
Phoenix Valley,2,1.5,22.366666666666667,45,1,0,15.0,4108,1.0,31.1084,-89.1307,613385,Arizona
Miami Beach,3,2.5,25.393333333333334,44,1,0,3.91,4981,3.7,37.4199,-110.3805,136760,Florida
Boston Back Bay,3,1.5,26.493333333333332,78,1,0,7.12,2361,6.2,28.3178,-103.0093,249100,Massachusetts
Palo Alto,3,3.0,19.453333333333333,45,0,0,15.0,2761,4.6,39.8406,-111.7438,957657,California
Boston Back Bay,3,3.0,24.18,7,0,0,12.06,611,4.6,42.5341,-121.1617,422195,Massachusetts
Austin Heights,4,1.5,29.933333333333334,75,1,0,15.0,3206,1.6,36.8086,-82.7972,1509576,Texas
Seattle Eastside,5,3.0,21.72,50,1,0,9.17,3917,5.1,35.3067,-119.2544,320953,Washington
Boston Back Bay,3,4.0,31.073333333333334,54,1,0,10.33,1407,5.5,29.2749,-89.2882,361586,Massachusetts
Miami Beach,3,1.0,33.333333333333336,8,1,0,3.8,3349,4.3,46.4836,-101.445,133090,Florida
Chicago North,2,4.0,23.046666666666667,38,0,0,9.55,1673,3.0,38.9419,-121.0044,334357,Illinois
Chicago North,2,2.0,22.293333333333333,37,1,1,11.99,1136,4.7,43.7488,-108.417,419801,Illinois
San Diego Coastal,4,2.5,29.14,66,1,0,5.1,601,2.4,25.5578,-120.8502,178422,California
Portland Pearl,4,1.5,24.273333333333333,31,1,0,8.89,3905,2.2,30.7801,-90.3907,310998,Oregon
Nashville Hills,1,3.0,13.406666666666666,28,1,0,3.96,1453,5.2,36.095,-88.3047,138562,Tennessee
Atlanta Central,2,3.0,23.14,55,1,0,13.05,1171,5.6,37.3333,-75.788,456617,Georgia
Chicago North,3,4.0,16.80666666666667,2,1,0,12.78,4828,2.9,34.3144,-109.261,447299,Illinois
Phoenix Valley,3,4.0,16.34,60,1,0,15.0,3828,2.3,32.7576,-115.3109,535982,Arizona
Seattle Eastside,5,1.0,27.88,1,1,0,15.0,1656,2.7,35.3585,-98.8975,573251,Washington
Palo Alto,3,2.5,25.5,20,1,0,15.0,3711,4.3,33.4174,-80.2073,1300710,California
Chicago North,2,2.0,13.38,40,1,0,7.91,2747,2.3,25.9211,-93.8791,276902,Illinois
Austin Heights,3,1.5,20.793333333333333,16,1,1,15.0,533,5.9,40.9332,-73.0815,1447139,Texas
Seattle Eastside,2,1.5,17.426666666666666,3,1,1,12.77,1715,3.3,42.7399,-120.1192,447014,Washington
Nashville Hills,2,3.0,12.6,34,0,0,2.85,3986,4.5,32.1587,-85.4405,99779,Tennessee
Austin Downtown,3,2.5,8.986666666666666,57,1,0,4.05,3735,2.9,47.2163,-88.53,141848,Texas
Chicago North,3,1.0,16.52,20,1,0,8.5,2334,4.9,47.6991,-111.6125,297568,Illinois
Beverly Hills,2,4.0,19.386666666666667,22,1,0,15.0,4938,5.0,38.0771,-113.5645,958365,California
Denver Park,4,3.0,28.586666666666666,55,1,0,15.0,2779,1.5,43.2641,-103.9889,740084,Colorado
Palo Alto,3,2.0,24.633333333333333,76,0,1,15.0,557,3.0,37.5473,-107.2613,768436,California
Portland Pearl,2,2.0,21.246666666666666,42,1,1,5.88,4841,3.8,31.0053,-106.5762,205851,Oregon
Austin Downtown,5,2.5,26.653333333333332,45,1,0,2.72,602,3.2,26.6106,-85.2786,95199,Texas
